% # columns="iteration, evaluation, void, void, void, xmean", seed=693940, Wed Mar  4 12:50:13 2026, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 6 0 0 0 0.9979601142244894 1.873747427357257 2.199239130006661
2 12 0 0 0 0.9869938800597833 1.8798723871782481 1.996200302314447
3 18 0 0 0 1.0043015863062645 1.852765611706323 1.984522609936167
4 24 0 0 0 1.0335465604787555 1.9745005378952387 2.0776008378898094
5 30 0 0 0 1.053216168003955 2.010397175663542 2.1522636009965646
6 36 0 0 0 1.0336363059664737 1.850827906924682 2.275311068859373
7 42 0 0 0 1.0419866267008975 1.89450411705447 2.3033454334119177
8 48 0 0 0 1.045332416794392 1.7789939505464045 2.2934205549377626
9 54 0 0 0 1.0227363032869607 1.7734759686367891 2.147232408814057
10 60 0 0 0 1.0353603531128028 1.7965813993611601 2.158725516340482
11 66 0 0 0 1.0494626513710041 1.7486310350051428 2.259948252309683
12 72 0 0 0 1.0502546134209907 1.8156548982488698 2.23779975772203
13 78 0 0 0 1.0354894998748556 1.8727859414229515 2.2134563373973566
14 84 0 0 0 1.0371954473577443 1.7137044766672447 2.232438397022643
15 90 0 0 0 1.0362582647887162 1.6765558541339265 2.2782463187496376
16 96 0 0 0 1.0298723345906535 1.7917797577885661 2.1735248014220083
17 102 0 0 0 1.0287193038157956 1.733095910058328 2.1887082926773322
18 108 0 0 0 1.0295798578154067 1.7318885559491877 2.240770379745925
19 114 0 0 0 1.0278784874962235 1.7614014259365276 2.244899876666256
20 120 0 0 0 1.0271591899725612 1.725343722692397 2.2459810770860758
21 126 0 0 0 1.0286356960251581 1.6926170918762669 2.233031775674934
22 132 0 0 0 1.0292856313877872 1.761810508752616 2.209717002874027
23 138 0 0 0 1.0302253189753023 1.7330616652651947 2.161478732373439
24 144 0 0 0 1.0324321502943212 1.7361009395994522 2.1043081377305835
25 150 0 0 0 1.0341718280168617 1.7393575123721041 2.099015461635646
26 156 0 0 0 1.0343318064369822 1.682566790439523 2.154787704744831
27 162 0 0 0 1.0341196703043747 1.8012930744879245 2.0758988404213987
28 168 0 0 0 1.0327857801013798 1.877415347775342 2.0521167106365663
29 174 0 0 0 1.0324028859574779 1.8617935142446 1.9662231385633302
30 180 0 0 0 1.0297619356352816 1.8259311823097832 1.9574792689724143
31 186 0 0 0 1.0315845051647856 1.7787877197579631 1.8497017528043573
32 192 0 0 0 1.0297387793110366 1.7265887101624156 1.737264294964132
33 198 0 0 0 1.030967885766744 1.5936162352588048 1.7594317078487045
34 204 0 0 0 1.0314866841317807 1.62826381242898 1.8768847696923483
35 210 0 0 0 1.0295088856705688 1.6804398311651532 1.7196424585910994
36 216 0 0 0 1.0301529577248063 1.5332044065428816 1.6034703774044274
37 222 0 0 0 1.0296178933776814 1.5494946879946825 1.623200320775288
38 228 0 0 0 1.0289199355123995 1.566280016810391 1.6015348234442008
39 234 0 0 0 1.0273918566385156 1.4517816225982028 1.405940614702357
40 240 0 0 0 1.026164205414032 1.3940221717478956 1.4058625174677386
41 246 0 0 0 1.0272737859307515 1.3519073609167938 1.2367792646425493
42 252 0 0 0 1.0278802798655187 1.2250561301985214 1.0853452495275338
43 258 0 0 0 1.026181611385657 1.1859771358141193 0.9442258787948101
44 264 0 0 0 1.025971614482512 1.2929873162712944 1.0339304605551067
45 270 0 0 0 1.024299871773091 1.2331221279095907 1.0023961839082487
46 276 0 0 0 1.0252400748555799 1.2271693811949151 0.9925875335352864
47 282 0 0 0 1.0245825721969948 1.17763708841079 0.9660047734860167
48 288 0 0 0 1.0249076489416433 1.1714040394774627 0.9329996298915451
49 294 0 0 0 1.025662808106715 1.243323321373744 0.9579776871599365
50 300 0 0 0 1.0253077975375815 1.2023404710338383 0.9276264753820491
51 306 0 0 0 1.0252578471332672 1.2088444147342725 0.9380603172491082
52 312 0 0 0 1.0249727623405445 1.197648980443768 0.9462015316650504
53 318 0 0 0 1.024948896512996 1.1820418901050302 0.934933880776591
54 324 0 0 0 1.0246535636390819 1.1676784503222442 0.9506320718264502
55 330 0 0 0 1.0247381003430571 1.170646457113011 0.9464088396998483
56 336 0 0 0 1.0246240085727143 1.1427762220449582 0.9491440268730489
57 342 0 0 0 1.0245205745494397 1.1403874339104496 0.9512883993110062
58 348 0 0 0 1.0248022549627285 1.1588379994830953 0.9454211034047683
59 354 0 0 0 1.0247180313125968 1.1572763666994563 0.951754962402549
60 360 0 0 0 1.0245682239982477 1.1337686485085872 0.9492601418766511
61 366 0 0 0 1.024586333574952 1.1341942354122463 0.9508312968640172
62 372 0 0 0 1.0245348672144399 1.1197844680501596 0.9492688007313071
63 378 0 0 0 1.0244829294171278 1.100782755645624 0.948222690038477
64 384 0 0 0 1.0245596986374756 1.1107774897216014 0.9483608494104306
65 390 0 0 0 1.024444063262622 1.0974563703884466 0.950724981347402
66 396 0 0 0 1.0244793797299299 1.0979662954117575 0.9506662226017386
67 402 0 0 0 1.0245086093727926 1.1118656457497218 0.9512855787774618
68 408 0 0 0 1.0244628625936718 1.0994064254640343 0.9508527304787173
69 414 0 0 0 1.0244715015699242 1.0938480772440446 0.948835040450042
70 420 0 0 0 1.0244709394743112 1.0950541755522378 0.9500235329337977
71 426 0 0 0 1.02443577322853 1.084912643339811 0.9513407624016786
72 432 0 0 0 1.0244356995372614 1.0810887297155287 0.951825128850065
73 438 0 0 0 1.0244305333655128 1.0800765893555613 0.9498897935515617
74 444 0 0 0 1.0244111242844431 1.0733115401207614 0.9491767912120167
75 450 0 0 0 1.0244088957701933 1.0698005458116562 0.9494179826106582
76 456 0 0 0 1.0243973750785238 1.0692863037485407 0.9483023343996699
77 462 0 0 0 1.0244055810362054 1.0675167572020217 0.948965210956422
78 468 0 0 0 1.0243968989678756 1.0628446566388963 0.9488870843415067
79 474 0 0 0 1.0244082261827723 1.0569447280831645 0.9487580484517877
80 480 0 0 0 1.0243796673334797 1.0459652414616516 0.9500198647052914
81 486 0 0 0 1.024375452188747 1.0417852892582713 0.9499650010561366
82 492 0 0 0 1.0243597231283583 1.03097846722699 0.9492607976595262
83 498 0 0 0 1.0243516089900118 1.019067049351335 0.9496251973940442
84 504 0 0 0 1.0243692747850417 1.0093746829004309 0.9506418829225087
85 510 0 0 0 1.0243614739644056 0.9864979917708121 0.9493185245006754
86 516 0 0 0 1.0243692970510296 0.9755866846763722 0.9489323268992987
87 522 0 0 0 1.024347169631884 0.9549394284890346 0.9514910194711177
88 528 0 0 0 1.0243728206834037 0.9539148624484194 0.9491240911009104
89 534 0 0 0 1.024356663034731 0.9589905795068906 0.9501456405425917
