% # columns="iteration, evaluation, min 25%tile 75%tile max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=693940, Wed Mar  4 12:50:13 2026
1 6 -0.19229947943900258 -0.15961958945138094 0.014948712157485295 0.04045825603948573 0.8980320716416629 0.9884953210266163 1.1029122352261174
2 12 -0.15840804356160806 -0.11505957610079305 0.10274537089717614 0.1319985524356842 0.8980320716416629 0.9884953210266163 1.1029122352261174
3 18 -0.11133462260083717 -0.09637623503941237 0.014913432048246246 0.037051600182707645 0.8980320716416629 0.9884953210266163 1.1029122352261174
4 24 -0.10822178776815816 -0.07296629465720163 0.09956575666722185 0.12182094733107314 0.9054915480055556 1.0161455768781844 1.0712297713755925
5 30 -0.015643810558648177 -0.0038025137208863233 0.21329213453286797 0.27381572044635755 0.9054915480055556 1.0161455768781844 1.0712297713755925
6 36 -0.27013019446589953 -0.20509164787681544 0.20806401709953953 0.28074402550257377 0.9054915480055556 1.0161455768781844 1.0712297713755925
7 42 -0.3214783819584952 -0.25567352554625644 0.1551083610578587 0.226230800180325 0.7954786262045053 0.9722673310013641 1.192438674447989
8 48 -0.36107419455762174 -0.2944753348192808 0.08115559363346218 0.13976704337936885 0.7954786262045053 0.9722673310013641 1.192438674447989
9 54 -0.264698462206802 -0.18452301834782853 0.19246183015517676 0.23794800246387174 0.7954786262045053 0.9722673310013641 1.192438674447989
10 60 -0.255700349923567 -0.18837179613224977 0.23269354011140372 0.3057200984013044 0.7711551311958421 1.0066771807255765 1.1797969390690624
11 66 -0.33053041655432597 -0.25231160301491584 0.25681701680289465 0.34830774320275465 0.7711551311958421 1.0066771807255765 1.1797969390690624
12 72 -0.25465309564315997 -0.16099280410680478 0.2785811848055205 0.33144555623994043 0.7711551311958421 1.0066771807255765 1.1797969390690624
13 78 -0.2748829725559769 -0.22560169134761363 0.27479171139383046 0.392308231099282 0.745149228236617 0.9628859093327348 1.2319104485581922
14 84 -0.20621491586657698 -0.13712925306294085 0.1926359326535772 0.23347199842211375 0.745149228236617 0.9628859093327348 1.2319104485581922
15 90 -0.2809491924893434 -0.17790115860268374 0.17481828767614943 0.18934340254910081 0.745149228236617 0.9628859093327348 1.2319104485581922
16 96 -0.3786758532434996 -0.2792246293644185 0.27974171713375146 0.3666126087540604 0.6806510851921984 1.0095142373125519 1.231907100754736
17 102 -0.3788709646549419 -0.2797964760523359 0.3054528450140272 0.40146146343354217 0.6806510851921984 1.0095142373125519 1.231907100754736
18 108 -0.3994075343475386 -0.29997070413505195 0.24156209331338546 0.3226361955837113 0.6806510851921984 1.0095142373125519 1.231907100754736
19 114 -0.36903968867436643 -0.2873387502467161 0.1180075342832421 0.1714220240322445 0.7796892192900229 0.9838047012909875 1.19340396808485
20 120 -0.38530637830857417 -0.2616203334928607 0.12096761505790239 0.12481088642577659 0.7796892192900229 0.9838047012909875 1.19340396808485
21 126 -0.3262666235964526 -0.2291982116173773 0.1514881650541814 0.1813152119656257 0.7796892192900229 0.9838047012909875 1.19340396808485
22 132 -0.39538721730777654 -0.2952236304456685 0.25172930331457394 0.3338833610392134 0.6927435120222803 1.002592997386019 1.2308183083394375
23 138 -0.20927541297685734 -0.18103859954102589 0.18020056016780603 0.27237679996825187 0.6927435120222803 1.002592997386019 1.2308183083394375
24 144 -0.3690386842687739 -0.31780098514301175 0.21114102595770876 0.3362173305321867 0.6927435120222803 1.002592997386019 1.2308183083394375
25 150 -0.28471286757365394 -0.22926595562103996 0.16720970367871124 0.2439213448260143 0.8091601712470823 0.9684334189725389 1.1863374436831
